10,2 Chronicles 1:1-2:5
10,2 Chronicles 2:5-5:8
10,2 Chronicles 5:9-6:42
10,2 Chronicles 7:1-14
10,2 Chronicles 7:14-9:31
10,2 Chronicles 10:1-12:10
10,2 Chronicles 12:10-15:12
10,2 Chronicles 15:13-17:9
10,2 Chronicles 17:9-19:2
10,2 Chronicles 19:1-21:7
10,2 Chronicles 21:7-24:3
10,2 Chronicles 24:1-26:5
10,2 Chronicles 26:4-28:4
10,2 Chronicles 28:5-30:16
10,2 Chronicles 30:17-32:33
10,2 Chronicles 33
10,2 Chronicles 34-36
11,Romans Introduction
11,Romans 1:1-4
11,Romans 1:3-13
11,Romans 1:14-20
11,Romans 1:21-32
11,Romans 2:1-22
11,Romans 2:21-3:9
11,Romans 3:5-22
11,Romans 3:22-31
11,Romans 4
11,Romans 5:1-9
11,Romans 5:9-21
11,Romans 6:1-14
11,Romans 6:13-23
11,Romans 7:1-6
11,Romans 7:7-25
11,Romans 8:1-8
11,Romans 8:9-17
11,Romans 8:18-28
11,Romans 8:28-39
11,Romans 9:1-5
11,Romans 9:4-24
11,Romans 9:25-10:6
11,Romans 10:7-11:10
11,Romans 11:11-25
11,Romans 11:26-12:1
11,Romans 12:1-11
11,Romans 12:12-13:1
11,Romans 13
11,Romans 14:1-5
11,Romans 14:5-17
11,Romans 14:17-15:3
11,Romans 15:4-16
11,Romans 15:15-26
11,Romans 15:25-16:2
11,Romans 16:1-27
12,1 Kings 1:1-2:2
12,1 Kings 2:2-3:5
12,1 Kings 3:6-4:34
12,"1 Kings 5,6"
12,1 Kings 7:1-8:45
12,1 Kings 8:46-10:22
12,1 Kings 10:23-12:33
12,"1 Kings 13,14"
12,1 Kings 14:30-16:30
12,1 Kings 16:30-1 Kings 18:17
12,1 Kings 18:17-46
12,"1 Kings 19,20"
12,1 Kings 21:1-22:38
12,1 Kings 22:30-2 Kings 2:22
13,2 Kings 2:23-4:44
13,2 Kings 5
13,2 Kings 6
13,"2 Kings 7,8"
13,"2 Kings 9,10"
13,"2 Kings 11,12"
13,2 Kings 13-15
13,"2 Kings 16,17"
13,2 Kings 18
13,2 Kings 19:1-20:3
13,2 Kings 20
13,2 Kings 21:1-22:11
13,2 Kings 22:2-23:27
13,2 Kings 23:28-25:30
14,1 Samuel 1
14,1 Samuel 2:1-3:1
14,1 Samuel 3-5
14,1 Samuel 6-8
14,"1 Samuel 9,10"
14,"1 Samuel 11,12"
14,"1 Samuel 13,14"
14,1 Samuel 15
14,"1 Samuel 16,17"
14,1 Samuel 18:1-20:3
14,1 Samuel 20:3-22:2
14,"1 Samuel 22,23"
14,1 Samuel 24:1-25:24
14,1 Samuel 25:25-26:25
14,"1 Samuel 27,28"
14,"1 Samuel 29,30"
14,1 Samuel 31-2 Samuel 1
15,"2 Samuel 2,3"
15,"2 Samuel 4,5"
15,2 Samuel 6
15,2 Samuel 7
15,"2 Samuel 8,9"
15,"2 Samuel 10,11"
15,2 Samuel 11:27-12:31
15,"2 Samuel 13,14"
15,"2 Samuel 15,16"
15,"2 Samuel 17,18"
15,"2 Samuel 19,20"
15,2 Samuel 21:1-23:1
15,2 Samuel 23:2-24:25
16,Acts 1:1-3
16,Acts 1:3-26
16,Acts 1:26-2:13
16,Acts 2:14-47
16,Acts 3
16,Acts 4
16,Acts 5
16,Acts 6:1-7:3
16,Acts 7
16,Acts 8:1-26
16,Acts 8:27-9:12
16,Acts 9:13-38
16,Acts 9:39-10:28
16,Acts 10:29-11:30
16,Acts 12
16,Acts 13
16,Acts 14
16,Acts 15:1-13
16,Acts 15:12-41
16,Acts 15:40-16:40
16,Acts 17:1-21
16,Acts 17:22-18:8
16,Acts 18:9-19:7
16,Acts 19:2-20:5
16,Acts 20:6-38
16,Acts 21:1-25
16,Acts 21:26-22:30
16,Acts 23
16,Acts 24
16,Acts 24:25-25:23
16,Acts 25:22-26:4
16,Acts 26:1-28
16,Acts 26:29-27:13
16,Acts 27:14-35
16,Acts 27:35-28:31
17,Ruth Intro-1:9
17,Ruth 1:10-2:2
17,Ruth 2:3-13
17,Ruth 2:14-23
17,Ruth 3:1-3
17,Ruth 3:4-18
17,Ruth 3:18-4:22
18,Judges 1:1-3:11
18,Judges 3:12-4:24
18,Judges 5
18,Judges 6:1-35
18,Judges 6:36-7:25
18,Judges 8:1-10:2
18,Judges 10:3-11:11
18,Judges 11:8-40
18,"Judges 12, 13"
18,Judges 14-16
18,Judges 17-21
19,Joshua 1:1-9
19,Joshua 1:10-2:8
19,Joshua 2:9-4:18
19,Joshua 4:18-5:15
19,Joshua 6
19,Joshua 7:1-8:2
19,Joshua 8:3-10:14
19,Joshua 10:15-11:23
19,Joshua 12-14
19,Joshua 15-18
19,"Joshua 19, 20"
19,"Joshua 21, 22"
19,"Joshua 23, 24"
20,Deuteronomy 1:1-35
20,Deuteronomy 1:36-4:2
20,Deuteronomy 4
20,Deuteronomy 5
20,"Deuteronomy 6, 7"
20,Deuteronomy 8:1-9:6
20,Deuteronomy 9:7-11:14
20,Deuteronomy 11:15-13:6
20,Deuteronomy 13:5-14:29
20,"Deuteronomy 15,16"
20,Deuteronomy 17:1-18:14
20,Deuteronomy 18:15-19:21
20,Deuteronomy 20:1-21:21
20,Deuteronomy 21:22-23:1
20,"Deuteronomy 23,24"
20,"Deuteronomy 25,26"
20,"Deuteronomy 27,28"
20,Deuteronomy 29:1-30:13
20,Deuteronomy 30:12-31:23
20,Deuteronomy 31:24-34:12
21,John Introduction
21,John 1:1-18
21,John 1:19-50
21,John 1:51-2:11
21,John 2:12-3:4
21,John 3:5-36
21,John 3:17-4:20
21,John 4:21-54
21,John 5:1-24
21,John 5:25-47
21,John 6:1-21
21,John 6:22-54
21,John 6:55-7:6
21,John 7:7-53
21,John 8:1-11
21,John 8:12-59
21,John 9:1-23
21,John 9:24-41
21,John 10:1-10
21,John 10:11-42
21,John 11:1-17
21,John 11:17-57
21,John 12:1-24
21,John 12:25-50
21,John 13:1-16
21,John 13:17-38
21,John 14:1-6
21,John 14:7-31
21,John 15:1-3
21,John 15:3-27
21,John 16:1-7
21,John 16:8-28
21,John 16:29-17:1
21,John 17:2-26
21,John 18:1-11
21,John 18:11-40
21,John 19:1-37
21,John 19:38-20:18
21,John 20:19-31
21,John 21
22,Numbers 1:1-17
22,Numbers 1:18-2:34
22,"Numbers 3, 4"
22,Numbers 5:1-6:7
22,Numbers 6:8-7:89
22,"Numbers 8, 9"
22,Numbers 10:1-11:5
22,Numbers 11:5-12:16
22,"Numbers 13, 14"
22,Numbers 15:1-16:3
22,Numbers 16:4-17:13
22,"Numbers 18, 19"
22,Numbers 20
22,Numbers 21:1-22:5
22,Numbers 22:6-24:14
22,Numbers 24:15-26:65
22,Numbers 27:1-28:2
22,Numbers 28:3-30:16
22,Numbers 31-36
23,Luke 1:1-4
23,Luke 1:5-35
23,Luke 1:36-80
23,Luke 2:1-30
23,Luke 2:31-3:8
23,Luke 3:9-4:13
23,Luke 4:14-43
23,Luke 5
23,Luke 6
23,Luke 7:1-35
23,Luke 7:36-8:56
23,Luke 9:1-10:24
23,Luke 10:25-42
23,Luke 11
23,Luke 12
23,Luke 13:1-14:7
23,Luke 14:7-15:3
23,Luke 15:3-32
23,Luke 16:1-18
23,Luke 16:19-17:37
23,Luke 18
23,Luke 19
23,Luke 20
23,Luke 21
23,Luke 22:1-34
23,Luke 22:35-62
23,Luke 22:63-23:43
23,Luke 23:44-24:7
23,Luke 24:7-53
24,"Leviticus 1:1, 2"
24,Leviticus 1:3-17; 6:8-13
24,Leviticus 2
24,Leviticus 3
24,Leviticus 4:1-12
24,Leviticus 4:13-35
24,Leviticus 5
24,"Leviticus 6, 7"
24,Leviticus 8:1-13
24,Leviticus 8:14-9:24
24,Leviticus 10
24,Leviticus 11:1-3
24,Leviticus 11:4-47
24,Leviticus 12
24,Leviticus 13:1-3
24,Leviticus 13:3-59
24,Leviticus 14
24,Leviticus 15:1-15
24,Leviticus 15:16-16:4
24,Leviticus 16:5-34
24,Leviticus 17
24,Leviticus 18
24,Leviticus 19
24,Leviticus 20
24,"Leviticus 21, 22"
24,Leviticus 23:1-14
24,Leviticus 23:15-44
24,Leviticus 24
24,Leviticus 25
24,Leviticus 26
24,Leviticus 27
25,Mark Intro-1:3
25,Mark 1:1-15
25,Mark 1:16-45
25,Mark 2:1-23
25,Mark 2:23-3:35
25,Mark 4
25,Mark 5
25,Mark 6
25,Mark 7
25,Mark 8
25,Mark 9
25,Mark 10
25,Mark 11
25,Mark 12
25,Mark 13
25,Mark 14:1-21
25,Mark 14:22-72
25,Mark 15:1-37
25,Mark 15:38-16:20
26,Exodus 1
26,Exodus 2:1-21
26,Exodus 2:21-3:8
26,Exodus 3:8-4:5
26,Exodus 4:6-5:2
26,Exodus 4:22-6:5
26,Exodus 6:6-7:1
26,Exodus 7:1-8:5
26,Exodus 8:6-9:7
26,Exodus 9:8-10:9
26,Exodus 10:10-11:10
26,Exodus 12:1-13
26,Exodus 12:13-51
26,Exodus 13:1-14:10
26,Exodus 14:10-31
26,Exodus 15
26,Exodus 16
26,Exodus 17
26,Exodus 18:1-19:5
26,Exodus 19:4-25
26,Exodus 20:1-17
26,Exodus 20:18-21:36
26,"Exodus 22, 23"
26,Exodus 24:1-25:9
26,Exodus 25:10-22
26,Exodus 25:23-26:14
26,Exodus 26:14-27:21
26,Exodus 28
26,Exodus 29
26,Exodus 30
26,Exodus 31:1-32:25
26,Exodus 32:26-33:23
26,"Exodus 34, 35"
26,"Exodus 36, 37"
26,Exodus 38
26,"Exodus 39, 40"
27,Matthew Intro
27,Matthew 1:1-15
27,Matthew 1:16-25
27,Matthew 2:1-11
27,Matthew 2:12-3:9
27,Matthew 3:10-4:11
27,Matthew 4:12-25
27,Matthew 5:1-5
27,Matthew 5:5-48
27,Matthew 5:42-6:34
27,Matthew 6:26-7:29
27,Matthew 5-7 Summary
27,Matthew 8:1-17
27,Matthew 8:18-9:14
27,Matthew 9:14-10:8
27,Matthew 10:9-11:6
27,Matthew 11:7-12:2
27,Matthew 12:3-13:2
27,Matthew 13:3-23
27,Matthew 13:24-43
27,Matthew 13:44-14:1
27,Matthew 14:1-36
27,Matthew 15
27,Matthew 16:1-28
27,Matthew 16:28-17:27
27,Matthew 18
27,Matthew 19:1-15
27,Matthew 19:14-20:23
27,Matthew 20:24-21:17
27,Matthew 21:18-22:14
27,Matthew 22:15-23:22
27,Matthew 23:23-24:3
27,Matthew 24:3-14
27,Matthew 24:14-32
27,Matthew 24:32-25:30
27,Matthew 25:31-26:22
27,Matthew 26:23-75
27,Matthew 27:1-50
27,Matthew 27:50-28:20
28,Genesis 1 Intro
28,Genesis 1 Intro (cont.)
28,Genesis 1:1
28,Genesis 1:2-25
28,Genesis 1:26-2:3
28,Genesis 2:4-25
28,Genesis 3:1-13
28,Genesis 3:14-4:5
28,Genesis 4:6-5:22
28,Genesis 5:23-6:13
28,Genesis 6:14-7:24
28,Genesis 7:23-8:22
28,Genesis 9
28,Genesis 10:1-11:3
28,Genesis 11:4-32
28,Genesis 12:1-12
28,Genesis 12:13-14:11
28,Genesis 14:12-15:6
28,Genesis 15:6-16:5
28,Genesis 16:6-17:7
28,Genesis 17:8-18:8
28,Genesis 18:9-19:5
28,Genesis 19:6-20:18
28,Genesis 21
28,Genesis 22:1-18
28,Genesis 22:18-23:20
28,Genesis 24:1-32
28,Genesis 24:33-67
28,Genesis 25
28,Genesis 26
28,Genesis 27
28,Genesis 28
28,Genesis 29:1-30
28,Genesis 29:30-31:7
28,Genesis 31:7-55
28,Genesis 32
28,Genesis 33
28,Genesis 34
28,Genesis 35
28,Genesis 36
28,Genesis 37:1-19
28,Genesis 37:20-38:1
28,Genesis 38:1-39:2
28,Genesis 39
28,Genesis 40
28,Genesis 41:1-45
28,Genesis 41:46-42:14
28,Genesis 42:15-43:15
28,Genesis 43:16-44:28
28,Genesis 44:25-45:28
28,Genesis 46
28,Genesis 47
28,Genesis 48
28,Genesis 49:1-15
28,Genesis 49:16-50:26
#N/A,Guidelines #1
#N/A,Guidelines #2
#N/A,Guidelines #3
#N/A,Guidelines #4
#N/A,Guidelines #5
#N/A,Guidelines #6
#N/A,Guidelines #7
#N/A,Guidelines #8
#N/A,Guidelines #9
#N/A,Guidelines #10
29,Revelation Intro
29,Revelation Intro (cont.)
29,Revelation 1:1
29,Revelation 1:1-4
29,Revelation 1:4-9
29,Revelation 1:10-17
29,Revelation 1:17-20
29,Revelation 2:1-4
29,Revelation 2:4-7
29,Revelation 2:8-12
29,Revelation 2:12-15
29,Revelation 2:16-3:2
29,Revelation 3:3-7
29,Revelation 3:7-13
29,Revelation 3:13-15
29,Revelation 3:16-19
29,Revelation 3:20-4:1
29,Revelation 4:1-6
29,Revelation 4:7-5:1
29,Revelation 5
29,Revelation 6:1
29,Revelation 6:1-8
29,Revelation 6:7-17
29,Revelation 7:1
29,Revelation 7:2-4
29,Revelation 7:5-12
29,Revelation 7:13-17
29,Revelation 8:1
29,Revelation 8:2-6
29,Revelation 8:7-13
29,Revelation 9:1-6
29,Revelation 9:7-20
29,Revelation 9:21-10:1
29,Revelation 10:2-7
29,Revelation 10:8-11:2
29,Revelation 11:3-12
29,Revelation 11:13-12:1
29,Revelation 12:1-5
29,Revelation 12:6-9
29,Revelation 12:10-17
29,Revelation 13:1
29,Revelation 13:2-8
29,Revelation 13:9-18
29,Revelation 14:1-4
29,Revelation 14:5-8
29,Revelation 14:9-20
29,Revelation 14:19-15:1
29,Revelation 15:2-7
29,Revelation 15:8-16:8
29,Revelation 16:9-17
29,Revelation 16:18-17:5
29,Revelation 17:6-18
29,Revelation 18:1-8
29,Revelation 18:9-24
29,Revelation 19:1
29,Revelation 19:2-11
29,Revelation 19:11-21
29,Revelation 20:1-6
29,Revelation 20:4-9
29,Revelation 20:9-13
29,Revelation 20:14-21:2
29,Revelation 21:2-5
29,Revelation 21:6-18
29,Revelation 21:19-21
29,Revelation 21:22-22:1
29,Revelation 22:2-21
30,Malachi Intro-1:3
30,Malachi 1:2-8
30,Malachi 1:8-13
30,Malachi 1:13-2:2
30,Malachi 2:1-9
30,Malachi 2:10-15
30,Malachi 2:10-15 (cont.)
30,Malachi 2:10-15 (cont.)
30,Malachi 2:10-17
30,Malachi 2:17-3:4
30,Malachi 3:1-7
30,Malachi 3:8
30,Malachi 3:9-16
30,Malachi 3:16-4:6
30,Malachi 4:2-6
31,Zechariah 1:1-6
31,Zechariah 1:7-11
31,Zechariah 1:11-21
31,Zechariah 2:1-6
31,Zechariah 2:5-13
31,"Zechariah 3:1, 2"
31,Zechariah 3:3-10
31,Zechariah 4:1-3
31,Zechariah 4:4-14
31,Zechariah 5:1-4
31,Zechariah 5:5-11
31,Zechariah 6:1-3
31,Zechariah 6:4-12
31,Zechariah 6:9-15
31,Zechariah 6:15-7:6
31,Zechariah 7:4-7
31,Zechariah 7:7-11
31,Zechariah 7:11-8:3
31,Zechariah 8:4-19
31,Zechariah 8:15-9:4
31,Zechariah 9:4-9
31,Zechariah 9:9
31,Zechariah 9:9-17
31,Zechariah 10:1-3
31,Zechariah 10:3-6
31,Zechariah 10:6-11:6
31,Zechariah 11:7-17
31,Zechariah 11:15-12:3
31,Zechariah 12:1-5
31,Zechariah 12:6-14
31,Zechariah 13:1-3
31,Zechariah 13:2-9
31,Zechariah 14:1-4
31,Zechariah 14:5-21
32,Haggai Intro
32,Haggai 1:1-4
32,Haggai 1:2-8
32,Haggai 1:9-15
32,Haggai 1:12-2:3
32,"Haggai 2:3, 4"
32,Haggai 2:5-9
32,Haggai 2:10-13
32,Haggai 2:14-23
33,Jude Intro
33,Jude 1-3
33,"Jude 3, 4"
33,Jude 4-6
33,"Jude 6, 7"
33,"Jude 8, 9"
33,Jude 9-11
33,Jude 11-13
33,Jude 13-16
33,Jude 16-19
33,"Jude 19, 20"
33,Jude 20-25
34,Zephaniah Intro-1:1
34,Zephaniah 1:2-5
34,Zephaniah 1:4-12
34,Zephaniah 1:12-2:2
34,Zephaniah 2:1-15
34,Zephaniah 3:1-8
34,Zephaniah 3:9-20
35,Habakkuk Intro-1:1
35,Habakkuk 1:2-9
35,Habakkuk 1:5-12
35,Habakkuk 1:12-17
35,Habakkuk 1:12-2:3
35,Habakkuk 2:4
35,Habakkuk 2:4-12
35,Habakkuk 2:12-20
35,Habakkuk 3:1-6
35,Habakkuk 3:7-19
36,Nahum Intro-1:1
36,Nahum 1:1-3
36,Nahum 1:3-10
36,Nahum 1:11-15
36,Nahum 1:15-2:4
36,Nahum 2:5-3:1
36,Nahum 3:1-6
36,Nahum 3:7-19
37,"Micah 1:1, 2"
37,Micah 1:2-7
37,Micah 1:7-13
37,Micah 1:13-2:1
37,Micah 2:1-11
37,Micah 2:12-3:4
37,Micah 3:5-12
37,Micah 4:1-5
37,Micah 4:6-13
37,"Micah 5:1, 2"
37,Micah 5:2-15
37,Micah 6:1-5
37,Micah 6:6-8
37,Micah 6:8-15
37,Micah 6:16-7:5
37,Micah 7:5-15
37,Micah 7:15-20
38,1 John Intro-1:1
38,1 John 1:1-4
38,1 John 1:5-7
38,1 John 1:7-10
38,1 John 2:1-3
38,1 John 2:3-8
38,1 John 2:8-16
38,1 John 2:12-16
38,1 John 2:16-19
38,1 John 2:19-22
38,1 John 2:23-29
38,1 John 2
38,1 John 2:29-3:6
38,1 John 3:1-9
38,1 John 3:8-12
38,1 John 3:10-17
38,1 John 3:17-4:1
38,1 John 4:1-3
38,1 John 4:4-9
38,1 John 4:7-11
38,1 John 4:12-21
38,1 John 5:1-4
38,1 John 5:4-6
38,1 John 5:6-12
38,1 John 5:13-21
39,2 John Intro
39,2 John 1
39,2 John 1-5
39,2 John 6-8
39,2 John 9-13
40,3 John 1-3
40,3 John 3-7
40,3 John 7-10
40,3 John 10-14
41,Jonah Intro
41,Jonah Intro (cont.)
41,Jonah 1:1-3
41,Jonah 1:4-10
41,Jonah 1:11-2:2
41,Jonah 2:1-6
41,Jonah 2:7-3:2
41,"Jonah 3:1, 2"
41,Jonah 3:2-10
41,"Jonah 3:9, 10"
41,Jonah 4
42,Obadiah Intro
42,Obadiah 1-4
42,Obadiah 4-9
42,Obadiah 10-14
42,Obadiah 15-21
43,"Amos 1:1, 7:10-12"
43,"Amos 1:1-3, 7:13-16"
43,Amos 1:4-15
43,Amos 2:1-9
43,Amos 2:9-3:2
43,Amos 3:1-6
43,Amos 3:7-4:1
43,Amos 4:1-10
43,Amos 4:10-5:5
43,Amos 5:4-17
43,Amos 5:18-27
43,Amos 6:1-6
43,Amos 6:7-7:15
43,Amos 7:16-8:6
43,Amos 8:7-9:1
43,Amos 9:2-15
44,1 Peter Intro-1:1
44,1 Peter 1:2
44,1 Peter 1:3-6
44,1 Peter 1:6-11
44,1 Peter 1:10-16
44,1 Peter 1:17-25
44,1 Peter 2:1-5
44,1 Peter 2:5-12
44,1 Peter 2:11-3:1
44,1 Peter 3:1-9
44,1 Peter 3:8-22
44,1 Peter 4:1-4
44,1 Peter 4:1-12
44,1 Peter 4:12-19
44,1 Peter 5
45,2 Peter Intro-1:1
45,2 Peter 1:1-4
45,2 Peter 1:4-6
45,2 Peter 1:7-14
45,2 Peter 1:13-19
45,2 Peter 1:19-2:1
45,2 Peter 2:1-3
45,2 Peter 2:3-6
45,2 Peter 2:5-9
45,2 Peter 2:9-20
45,"2 Peter 2:21, 22"
45,"2 Peter 3:1-7, 13"
45,2 Peter 3:5-10
45,2 Peter 3:8-18
46,Joel Intro-1:3
46,Joel 1:4-13
46,Joel 1:13-20
46,Joel 2:1-5
46,Joel 2:4-14
46,Joel 2:15-25
46,Joel 2:26-3:1
46,Joel 3
47,James 1:1-3
47,James 1:3-11
47,James 1:3-13
47,James 1:13-15
47,James 1:14-19
47,James 1:19-22
47,James 1:22-25
47,James 1:25-2:2
47,James 2:1-13
47,James 2:14-26
47,James 3:1-4
47,James 3:5-18
47,James 3:14-4:4
47,James 4:5-17
47,James 5:1-6
47,James 5:5-20
48,Hosea Intro
48,Hosea Intro
48,Hosea 1:1-2:1
48,Hosea 2:1-16
48,Hosea 2:15-3:4
48,Hosea 3:4-4:2
48,Hosea 3:1-4:6
48,Hosea 4:6-19
48,Hosea 5:1-14
48,Hosea 5:11-6:11
48,Hosea 7
48,Hosea 8:1-9:6
48,Hosea 9:3-10:1
48,Hosea 10:1-11:1
48,Hosea 11-14
49,Hebrews Intro
49,Hebrews 1:1-2
49,Hebrews 1:2-3
49,Hebrews 1:3-7
49,Hebrews 1:8-2:4
49,Hebrews 2:5-10
49,Hebrews 2:10-17
49,Hebrews 2:9-18
49,Hebrews 3:1-6
49,Hebrews 3:6-10
49,Hebrews 3:10-15
49,Hebrews 3:16-4:8
49,Hebrews 4:9-13
49,Hebrews 4:14-16
49,Hebrews 5:1-7
49,Hebrews 5:7-6:1
49,Hebrews 6:1-9
49,Hebrews 6:7-20
49,Hebrews 6:17-7:2
49,Hebrews 7:2-19
49,Hebrews 7:20-8:2
49,Hebrews 7:25-8:6
49,Hebrews 8:6-13
49,Hebrews 9:1-7
49,Hebrews 9:2-24
49,Hebrews 9:6-27
49,Hebrews 9:25-10:24
49,Hebrews 10:9-36
49,Hebrews 10:26-39
49,Hebrews 11:1-3
49,Hebrews 11:3-6
49,Hebrews 11:5-7
49,Hebrews 11:8-19
49,Hebrews 11:20-30
49,Hebrews 11:31-34
49,Hebrews 11:35-40
49,Hebrews 12:1-2
49,Hebrews 12:3-11
49,Hebrews 12:9-16
49,Hebrews 12:15-24
49,Hebrews 12:25-13:8
49,Hebrews 13:3-16
49,Hebrews 13:10-25
50,Daniel Intro-1:1
50,Daniel 1:2-13
50,Daniel 1:14-2:1
50,Daniel 2:2-23
50,Daniel 2:24-39
50,Daniel 2:40-44
50,Daniel 2:44-3:2
50,Daniel 3:3-16
50,Daniel 3:17-30
50,"Daniel 4:1-10, 17"
50,Daniel 4:10-22
50,Daniel 4:22-37
50,Daniel 5:1-19
50,Daniel 5:20-31
50,Daniel 6:1-23
50,Daniel 7:1-4
50,Daniel 7:1-6
50,Daniel 7:7-13
50,Daniel 7:13-23
50,Daniel 7:24-28
50,Daniel 8:1-13
50,Daniel 8:13-27
50,Daniel 9:1-19
50,Daniel 9:20-27
50,Daniel 10:1-10
50,Daniel 10:10-21
50,Daniel 11:1-14
50,Daniel 11:15-36
50,Daniel 11:37-45
50,Daniel 12
51,Philemon
52,Titus Intro
52,Titus 1:1-7
52,Titus 1:8-2:1
52,Titus 2:1-15
52,Titus 3
53,Ezekiel 1:1-4
53,Ezekiel 1:4-28
53,Ezekiel 2:1-3:19
53,Ezekiel 3:20-5:17
53,Ezekiel 5:17-7:2
53,Ezekiel 7:1-8:4
53,Ezekiel 8:2-9:11
53,Ezekiel 10-11
53,Ezekiel 12-13
53,Ezekiel 14:1-16:14
